,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,text,contains_image,contains_table,extracted_text,class
172,172,172,172,"<<START_SECTION>> IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy  Any Grade (%) Any Grade (%) Grade 3-4 (%) Grade 3-4 (%) Infections and infestations Infections and infestations Infections and infestations Infections and infestations Infections and infestations Upper respiratory tract infectionsa Very common 13.5 Uncommon  0.2 Pneumoniab,c Common 8.9 Common 3.5 Oral candidiasis Common 2.1  0 Dental and oral soft tissue infectionsd Common 1.7 Rare <0.1 Influenza Common 1.6 Rare <0.1 Blood and lymphatic system disorders Blood and lymphatic system disorders Blood and lymphatic system disorders Blood and lymphatic system disorders Blood and lymphatic system disorders Immune thrombocytopenia Rare <0.1 Rare <0.1 Endocrine disorders Endocrine disorders Endocrine disorders Endocrine disorders Endocrine disorders Hypothyroidisme Very common 10.1 Uncommon 0.2 Hyperthyroidismf Common 4.6  0 Thyroiditisg Uncommon 0.8 Rare <0.1 Adrenal insufficiency Uncommon 0.6 Rare <0.1 Type 1 diabetes mellitus  Rare <0.1 Rare <0.1 Hypophysitis/ Hypopituitarism Rare <0.1 Rare <0.1  IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy  Any Grade (%) Any Grade (%) Grade 3-4 (%) Grade 3-4 (%) Diabetes insipidus Rare <0.1 Rare <0.1 Nervous System Disorders Nervous System Disorders Nervous System Disorders Nervous System Disorders Nervous System Disorders Myasthenia gravis Not determinedh   Not determinedh  Cardiac disorders Cardiac disorders Cardiac disorders Cardiac disorders Cardiac disorders Myocarditis Rare <0.1 Rare <0.1 Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Cough/Productive Cough Very common 21.5 Uncommon 0.4 Pneumonitisc  Common 3.8  Uncommon 0.9 Dysphonia Common 3.1 Rare <0.1 Interstitial lung disease  Uncommon 0.6 Uncommon 0.1 Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Diarrhoea Very common 16.3 Uncommon 0.6 Abdominal paini Very common 12.7 Common 1.8 Colitisj Uncommon 0.9 Uncommon 0.3 Hepatobiliary disorders Hepatobiliary disorders Hepatobiliary disorders Hepatobiliary disorders Hepatobiliary disorders Aspartate aminotransferase increased or Alanine aminotransferase increasedc,k  Common 8.1 Common 2.3 Hepatitisc,l Uncommon 0.8 Uncommon 0.4 Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Rashm Very common 16.0 Uncommon 0.6 Pruritusn Very common 10.8 Rare <0.1 Night sweats Common  1.6 Rare <0.1 Dermatitis Uncommon  0.7 Rare <0.1 Pemphigoido Rare  <0.1  0 Musculoskeletal and connective tissue disorders Musculoskeletal and connective tissue disorders Musculoskeletal and connective tissue disorders Musculoskeletal and connective tissue disorders  Myalgia Common 5.9 Rare <0.1 Myositis Uncommon 0.2 Rare <0.1 Polymyositis Not determinedp   Not determinedp  Renal and urinary disorders Renal and urinary disorders Renal and urinary disorders Renal and urinary disorders Renal and urinary disorders Blood creatinine increased Common 3.5 Rare <0.1 Dysuria Common 1.3  0 Nephritisq Uncommon 0.3 Rare <0.1 General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions Pyrexia Very common 13.8 Uncommon 0.3 Peripheral oedemar  Common 9.7 Uncommon 0.3 Injury, poisoning and procedural complications Injury, poisoning and procedural complications Injury, poisoning and procedural complications Injury, poisoning and procedural complications  Infusion related reactions Common 1.6 Uncommon 0.2 <<END_SECTION>>",0,1," IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy  Any Grade (%) Any Grade (%) Grade 3-4 (%) Grade 3-4 (%) Infections and infestations Infections and infestations Infections and infestations Infections and infestations Infections and infestations Upper respiratory tract infectionsa Very common 13.5 Uncommon  0.2 Pneumoniab,c Common 8.9 Common 3.5 Oral candidiasis Common 2.1  0 Dental and oral soft tissue infectionsd Common 1.7 Rare <0.1 Influenza Common 1.6 Rare <0.1 Blood and lymphatic system disorders Blood and lymphatic system disorders Blood and lymphatic system disorders Blood and lymphatic system disorders Blood and lymphatic system disorders Immune thrombocytopenia Rare <0.1 Rare <0.1 Endocrine disorders Endocrine disorders Endocrine disorders Endocrine disorders Endocrine disorders Hypothyroidisme Very common 10.1 Uncommon 0.2 Hyperthyroidismf Common 4.6  0 Thyroiditisg Uncommon 0.8 Rare <0.1 Adrenal insufficiency Uncommon 0.6 Rare <0.1 Type 1 diabetes mellitus  Rare <0.1 Rare <0.1 Hypophysitis/ Hypopituitarism Rare <0.1 Rare <0.1  IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy IMFINZI Monotherapy  Any Grade (%) Any Grade (%) Grade 3-4 (%) Grade 3-4 (%) Diabetes insipidus Rare <0.1 Rare <0.1 Nervous System Disorders Nervous System Disorders Nervous System Disorders Nervous System Disorders Nervous System Disorders Myasthenia gravis Not determinedh   Not determinedh  Cardiac disorders Cardiac disorders Cardiac disorders Cardiac disorders Cardiac disorders Myocarditis Rare <0.1 Rare <0.1 Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Cough/Productive Cough Very common 21.5 Uncommon 0.4 Pneumonitisc  Common 3.8  Uncommon 0.9 Dysphonia Common 3.1 Rare <0.1 Interstitial lung disease  Uncommon 0.6 Uncommon 0.1 Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Diarrhoea Very common 16.3 Uncommon 0.6 Abdominal paini Very common 12.7 Common 1.8 Colitisj Uncommon 0.9 Uncommon 0.3 Hepatobiliary disorders Hepatobiliary disorders Hepatobiliary disorders Hepatobiliary disorders Hepatobiliary disorders Aspartate aminotransferase increased or Alanine aminotransferase increasedc,k  Common 8.1 Common 2.3 Hepatitisc,l Uncommon 0.8 Uncommon 0.4 Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Rashm Very common 16.0 Uncommon 0.6 Pruritusn Very common 10.8 Rare <0.1 Night sweats Common  1.6 Rare <0.1 Dermatitis Uncommon  0.7 Rare <0.1 Pemphigoido Rare  <0.1  0 Musculoskeletal and connective tissue disorders Musculoskeletal and connective tissue disorders Musculoskeletal and connective tissue disorders Musculoskeletal and connective tissue disorders  Myalgia Common 5.9 Rare <0.1 Myositis Uncommon 0.2 Rare <0.1 Polymyositis Not determinedp   Not determinedp  Renal and urinary disorders Renal and urinary disorders Renal and urinary disorders Renal and urinary disorders Renal and urinary disorders Blood creatinine increased Common 3.5 Rare <0.1 Dysuria Common 1.3  0 Nephritisq Uncommon 0.3 Rare <0.1 General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions Pyrexia Very common 13.8 Uncommon 0.3 Peripheral oedemar  Common 9.7 Uncommon 0.3 Injury, poisoning and procedural complications Injury, poisoning and procedural complications Injury, poisoning and procedural complications Injury, poisoning and procedural complications  Infusion related reactions Common 1.6 Uncommon 0.2 ",2.0
173,173,173,173,"<<START_SECTION>>includes laryngitis, nasopharyngitis, peritonsillar abscess, pharyngitis, rhinitis, sinusitis, tonsillitis, tracheobronchitis and upper respiratory tract infection. <<END_SECTION>>",0,0,"includes laryngitis, nasopharyngitis, peritonsillar abscess, pharyngitis, rhinitis, sinusitis, tonsillitis, tracheobronchitis and upper respiratory tract infection. ",2.0
174,174,174,174,"<<START_SECTION>>includes lung infection, pneumocystis jirovecii pneumonia, pneumonia, pneumonia adenoviral, pneumonia bacterial, pneumonia cytomegaloviral, pneumonia haemophilus, pneumonia pneumococcal, pneumonia streptococcal, candida pneumonia and pneumonia legionella. <<END_SECTION>>",0,0,"includes lung infection, pneumocystis jirovecii pneumonia, pneumonia, pneumonia adenoviral, pneumonia bacterial, pneumonia cytomegaloviral, pneumonia haemophilus, pneumonia pneumococcal, pneumonia streptococcal, candida pneumonia and pneumonia legionella. ",2.0
175,175,175,175,"<<START_SECTION>>including fatal outcome.  d 	includes gingivitis, oral infection, periodontitis, pulpitis dental, tooth abscess and tooth infection.  e 	includes autoimmune hypothyroidism, hypothyroidism. f 	includes hyperthyroidism and Basedow's disease. g 	includes autoimmune thyroiditis, thyroiditis, and thyroiditis subacute. <<END_SECTION>>",0,0,"including fatal outcome.  d 	includes gingivitis, oral infection, periodontitis, pulpitis dental, tooth abscess and tooth infection.  e 	includes autoimmune hypothyroidism, hypothyroidism. f 	includes hyperthyroidism and Basedow's disease. g 	includes autoimmune thyroiditis, thyroiditis, and thyroiditis subacute. ",2.0
176,176,176,176,"<<START_SECTION>>Reported frequency from AstraZeneca-sponsored clinical studies outside of the pooled dataset is rare, with no events at  Grade > 2. <<END_SECTION>>",0,0,"Reported frequency from AstraZeneca-sponsored clinical studies outside of the pooled dataset is rare, with no events at  Grade > 2. ",2.0
177,177,177,177,"<<START_SECTION>>includes abdominal pain, abdominal pain lower, abdominal pain upper and flank pain. j 	includes colitis, enteritis, enterocolitis, and proctitis. <<END_SECTION>>",0,0,"includes abdominal pain, abdominal pain lower, abdominal pain upper and flank pain. j 	includes colitis, enteritis, enterocolitis, and proctitis. ",2.0
178,178,178,178,"<<START_SECTION>>includes alanine aminotransferase increased, aspartate aminotransferase increased, hepatic enzyme increased and transaminases increased. <<END_SECTION>>",0,0,"includes alanine aminotransferase increased, aspartate aminotransferase increased, hepatic enzyme increased and transaminases increased. ",2.0
179,179,179,179,"<<START_SECTION>>includes hepatitis, autoimmune hepatitis, hepatitis toxic, hepatocellular injury, hepatitis acute, hepatotoxicity and immunemediated hepatitis. <<END_SECTION>>",0,0,"includes hepatitis, autoimmune hepatitis, hepatitis toxic, hepatocellular injury, hepatitis acute, hepatotoxicity and immunemediated hepatitis. ",2.0
180,180,180,180,"<<START_SECTION>>includes rash erythematous, rash generalised, rash macular, rash maculopapular, rash papular, rash pruritic, rash pustular, erythema, eczema and rash.  <<END_SECTION>>",0,0,"includes rash erythematous, rash generalised, rash macular, rash maculopapular, rash papular, rash pruritic, rash pustular, erythema, eczema and rash.  ",2.0
181,181,181,181,"<<START_SECTION>>includes pruritus generalised and pruritus. o 	includes pemphigoid, dermatitis bullous and pemphigus. Reported frequency from completed and ongoing trials is uncommon. <<END_SECTION>>",0,0,"includes pruritus generalised and pruritus. o 	includes pemphigoid, dermatitis bullous and pemphigus. Reported frequency from completed and ongoing trials is uncommon. ",2.0
182,182,182,182,"<<START_SECTION>>Polymyositis (fatal) was observed in a patient treated with IMFINZI from an ongoing sponsored clinical study outside of the pooled dataset: rare in any grade, rare in Grade 3 or 4 or 5.  <<END_SECTION>>",0,0,"Polymyositis (fatal) was observed in a patient treated with IMFINZI from an ongoing sponsored clinical study outside of the pooled dataset: rare in any grade, rare in Grade 3 or 4 or 5.  ",2.0
183,183,183,183,"<<START_SECTION>>includes autoimmune nephritis, tubulointerstitial nephritis, nephritis, glomerulonephritis and glomerulonephritis membranous. r 	includes oedema peripheral and peripheral swelling. s 	includes infusion related reaction and urticaria with onset on the day of dosing or 1 day after dosing. <<END_SECTION>>",0,0,"includes autoimmune nephritis, tubulointerstitial nephritis, nephritis, glomerulonephritis and glomerulonephritis membranous. r 	includes oedema peripheral and peripheral swelling. s 	includes infusion related reaction and urticaria with onset on the day of dosing or 1 day after dosing. ",2.0
184,184,184,184,"<<START_SECTION>>The data described below reflect exposure to IMFINZI as a single agent, in patients with locally advanced, unresectable NSCLC in the PACIFIC study (see 5.1 Pharmacodynamic properties – Clinical trials) and in patients with ES-SCLC enrolled in the CASPIAN study. <<END_SECTION>> ",0,0,"The data described below reflect exposure to IMFINZI as a single agent, in patients with locally advanced, unresectable NSCLC in the PACIFIC study (see 5.1 Pharmacodynamic properties – Clinical trials) and in patients with ES-SCLC enrolled in the CASPIAN study. ",2.0
185,185,185,185,,0,0,,
186,186,186,186,<<START_SUBHEADING>>Tabulated list of adverse events<<END_SUBHEADING>> ,0,0,Tabulated list of adverse events,1.0
187,187,187,187,"<<START_SECTION>>Adverse events are listed according to MedDRA system organ class. Within each system organ class, the adverse events are presented in decreasing frequency.  <<END_SECTION>> ",0,0,"Adverse events are listed according to MedDRA system organ class. Within each system organ class, the adverse events are presented in decreasing frequency.  ",2.0
188,188,188,188,,0,0,,
189,189,189,189,<<START_SUBHEADING>>Locally advanced NSCLC – PACIFIC study<<END_SUBHEADING>> ,0,0,Locally advanced NSCLC – PACIFIC study,1.0
190,190,190,190,"<<START_SECTION>>The safety of IMFINZI in patients with locally advanced NSCLC who completed concurrent platinum-based chemoradiotherapy within 42 days prior to initiation of study drug was evaluated in the PACIFIC study, a multicentre, randomised, double-blind, placebo-controlled study. A total of 475 patients received IMFINZI 10 mg/kg intravenously every 2 weeks. The study excluded patients who had disease progression following chemoradiation, with active or prior autoimmune disease within 2 years of initiation of the study or with medical conditions that required systemic immunosuppression (see 5.1 Pharmacodynamic properties – Clinical trials). <<END_SECTION>>",0,0,"The safety of IMFINZI in patients with locally advanced NSCLC who completed concurrent platinum-based chemoradiotherapy within 42 days prior to initiation of study drug was evaluated in the PACIFIC study, a multicentre, randomised, double-blind, placebo-controlled study. A total of 475 patients received IMFINZI 10 mg/kg intravenously every 2 weeks. The study excluded patients who had disease progression following chemoradiation, with active or prior autoimmune disease within 2 years of initiation of the study or with medical conditions that required systemic immunosuppression (see 5.1 Pharmacodynamic properties – Clinical trials). ",2.0
191,191,191,191,"<<START_SECTION>>The study population characteristics were: median age of 64 years (range: 23 to 90), 45% age 65 years or older, 70% male, 69% White, 27% Asian, 75% former smoker, 16% current smoker, and 51% had WHO performance status of 1. All patients received definitive radiotherapy as per protocol, of which 92% received a total radiation dose of 54 Gy to 66 Gy. The median duration of exposure to IMFINZI was 10 months (range: 0.2 to 12.6). <<END_SECTION>>",0,0,"The study population characteristics were: median age of 64 years (range: 23 to 90), 45% age 65 years or older, 70% male, 69% White, 27% Asian, 75% former smoker, 16% current smoker, and 51% had WHO performance status of 1. All patients received definitive radiotherapy as per protocol, of which 92% received a total radiation dose of 54 Gy to 66 Gy. The median duration of exposure to IMFINZI was 10 months (range: 0.2 to 12.6). ",2.0
192,192,192,192,"<<START_SECTION>>IMFINZI was discontinued due to adverse events in 15% of patients. The most common adverse events leading to IMFINZI discontinuation were pneumonitis or radiation pneumonitis in 6% of patients. Serious adverse events occurred in 29% of patients receiving IMFINZI. The most frequent serious adverse events reported in at least 2% of patients were pneumonitis or radiation pneumonitis (7%) and pneumonia (6%). Fatal pneumonitis or radiation pneumonitis and fatal pneumonia occurred in < 2% of patients and were similar across arms. The most common adverse events (occurring in ≥ 20% of patients) were cough, fatigue, pneumonitis or radiation pneumonitis, upper respiratory tract infections, dyspnoea and rash. <<END_SECTION>>",0,0,"IMFINZI was discontinued due to adverse events in 15% of patients. The most common adverse events leading to IMFINZI discontinuation were pneumonitis or radiation pneumonitis in 6% of patients. Serious adverse events occurred in 29% of patients receiving IMFINZI. The most frequent serious adverse events reported in at least 2% of patients were pneumonitis or radiation pneumonitis (7%) and pneumonia (6%). Fatal pneumonitis or radiation pneumonitis and fatal pneumonia occurred in < 2% of patients and were similar across arms. The most common adverse events (occurring in ≥ 20% of patients) were cough, fatigue, pneumonitis or radiation pneumonitis, upper respiratory tract infections, dyspnoea and rash. ",2.0
193,193,193,193,<<START_SECTION>>Table 4 summarises the adverse events that occurred in at least 10% of patients treated with IMFINZI. <<END_SECTION>>,0,0,Table 4 summarises the adverse events that occurred in at least 10% of patients treated with IMFINZI. ,2.0
194,194,194,194,<<START_SECTION>>Table 4 	Treatment-emergent adverse events occurring in at least 10% of patients in the PACIFIC Study <<END_SECTION>>,0,0,Table 4 	Treatment-emergent adverse events occurring in at least 10% of patients in the PACIFIC Study ,2.0
195,195,195,195,"<<START_SECTION>> IMFINZI  N=475 IMFINZI  N=475 Placeboa N=234 Placeboa N=234 Adverse reaction All grades (%) Grades 3-4 (%) All grades (%) Grades 3-4 (%) Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Cough/productive cough 40 0.6 30 0.4 Pneumonitisb/radiation pneumonitis  34 3.4 25 3.0 Dyspnoeac 25 1.5 25 2.6 Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Diarrhoea 18 0.6 19 1.3 Abdominal paind 10 0.4 6 0.4 Endocrine disorders Endocrine disorders Endocrine disorders Hypothyroidisme 12 0.2 1.7 0 Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Rashf 23 0.6 12 0 Pruritusg 12 0 6 0 General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions Fatigueh 34 0.8 32 1.3 Pyrexia 15 0.2 9 0 Infections  Infections  Infections  Upper respiratory tract infectionsi 26 0.4 19 0 Pneumoniaj 17 7 12 6 <<END_SECTION>>",0,1," IMFINZI  N=475 IMFINZI  N=475 Placeboa N=234 Placeboa N=234 Adverse reaction All grades (%) Grades 3-4 (%) All grades (%) Grades 3-4 (%) Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Cough/productive cough 40 0.6 30 0.4 Pneumonitisb/radiation pneumonitis  34 3.4 25 3.0 Dyspnoeac 25 1.5 25 2.6 Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Diarrhoea 18 0.6 19 1.3 Abdominal paind 10 0.4 6 0.4 Endocrine disorders Endocrine disorders Endocrine disorders Hypothyroidisme 12 0.2 1.7 0 Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Rashf 23 0.6 12 0 Pruritusg 12 0 6 0 General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions Fatigueh 34 0.8 32 1.3 Pyrexia 15 0.2 9 0 Infections  Infections  Infections  Upper respiratory tract infectionsi 26 0.4 19 0 Pneumoniaj 17 7 12 6 ",2.0
196,196,196,196,"<<START_SECTION>>The PACIFIC study was not designed to demonstrate statistically significant difference in adverse event rates for IMFINZI, as compared to placebo, for any specific adverse event listed in Table 4 <<END_SECTION>>",0,0,"The PACIFIC study was not designed to demonstrate statistically significant difference in adverse event rates for IMFINZI, as compared to placebo, for any specific adverse event listed in Table 4 ",2.0
197,197,197,197,"<<START_SECTION>>includes acute interstitial pneumonitis, interstitial lung disease, pneumonitis, pulmonary fibrosis c 	includes dyspnoea and exertional dyspnoea <<END_SECTION>>",0,0,"includes acute interstitial pneumonitis, interstitial lung disease, pneumonitis, pulmonary fibrosis c 	includes dyspnoea and exertional dyspnoea ",2.0
198,198,198,198,"<<START_SECTION>>includes abdominal pain, abdominal pain lower, abdominal pain upper, and flank pain <<END_SECTION>>",0,0,"includes abdominal pain, abdominal pain lower, abdominal pain upper, and flank pain ",2.0
199,199,199,199,<<START_SECTION>>includes autoimmune hypothyroidism and hypothyroidism  <<END_SECTION>>,0,0,includes autoimmune hypothyroidism and hypothyroidism  ,2.0
200,200,200,200,"<<START_SECTION>>includes rash erythematous, rash generalized, rash macular, rash maculopapular, rash papular, rash pruritic, rash pustular, erythema, eczema, rash and dermatitis <<END_SECTION>>",0,0,"includes rash erythematous, rash generalized, rash macular, rash maculopapular, rash papular, rash pruritic, rash pustular, erythema, eczema, rash and dermatitis ",2.0
201,201,201,201,"<<START_SECTION>>includes pruritus generalized and pruritus h 	includes asthenia and fatigue i 	includes laryngitis, nasopharyngitis, peritonsillar abscess, pharyngitis, rhinitis, sinusitis, tonsillitis, tracheobronchitis, and upper respiratory tract infection <<END_SECTION>>",0,0,"includes pruritus generalized and pruritus h 	includes asthenia and fatigue i 	includes laryngitis, nasopharyngitis, peritonsillar abscess, pharyngitis, rhinitis, sinusitis, tonsillitis, tracheobronchitis, and upper respiratory tract infection ",2.0
202,202,202,202,"<<START_SECTION>>j 	includes lung infection, pneumocystis jirovecii pneumonia, pneumonia, pneumonia adenoviral, pneumonia bacterial, pneumonia cytomegaloviral, pneumonia haemophilus, pneumonia klebsiella, pneumonia necrotising, pneumonia pneumococcal, and pneumonia streptococcal <<END_SECTION>>",0,0,"j 	includes lung infection, pneumocystis jirovecii pneumonia, pneumonia, pneumonia adenoviral, pneumonia bacterial, pneumonia cytomegaloviral, pneumonia haemophilus, pneumonia klebsiella, pneumonia necrotising, pneumonia pneumococcal, and pneumonia streptococcal ",2.0
203,203,203,203,<<START_SECTION>> <<END_SECTION>>,0,0, ,2.0
204,204,204,204,"<<START_SECTION>>Other adverse events occurring in less than 10% of patients treated with IMFINZI were dysphonia, dysuria, night sweats, peripheral oedema, and increased susceptibility to infections. <<END_SECTION>> ",0,0,"Other adverse events occurring in less than 10% of patients treated with IMFINZI were dysphonia, dysuria, night sweats, peripheral oedema, and increased susceptibility to infections. ",2.0
205,205,205,205,,0,0,,
206,206,206,206,<<START_SUBHEADING>>Small Cell Lung Cancer (ES-SCLC) – CASPIAN Study<<END_SUBHEADING>> ,0,0,Small Cell Lung Cancer (ES-SCLC) – CASPIAN Study,1.0
207,207,207,207,"<<START_SECTION>>The safety of IMFINZI in combination with etoposide and either carboplatin or cisplatin in previously untreated ES-SCLC was evaluated in CASPIAN, a randomized, open-label, multicentre, active-controlled trial. A total of 265 patients received IMFINZI 1500 mg in combination with chemotherapy every 3 weeks for 4 cycles followed by IMFINZI 1500 mg every 4 weeks until disease progression or unacceptable toxicity. The trial excluded patients with active or prior autoimmune disease or with medical conditions that required systemic corticosteroids or immunosuppressants [see 5.1 Pharmacodynamic properties – Clinical trials). <<END_SECTION>>",0,0,"The safety of IMFINZI in combination with etoposide and either carboplatin or cisplatin in previously untreated ES-SCLC was evaluated in CASPIAN, a randomized, open-label, multicentre, active-controlled trial. A total of 265 patients received IMFINZI 1500 mg in combination with chemotherapy every 3 weeks for 4 cycles followed by IMFINZI 1500 mg every 4 weeks until disease progression or unacceptable toxicity. The trial excluded patients with active or prior autoimmune disease or with medical conditions that required systemic corticosteroids or immunosuppressants [see 5.1 Pharmacodynamic properties – Clinical trials). ",2.0
208,208,208,208,"<<START_SECTION>>Among 266 patients receiving chemotherapy alone, 57% of the patients received 6 cycles of chemotherapy and 8% of the patients received PCI after chemotherapy. <<END_SECTION>>",0,0,"Among 266 patients receiving chemotherapy alone, 57% of the patients received 6 cycles of chemotherapy and 8% of the patients received PCI after chemotherapy. ",2.0
209,209,209,209,"<<START_SECTION>>IMFINZI was discontinued due to adverse reactions in 7% of the patients receiving IMFINZI plus chemotherapy. These include pneumonitis, hepatotoxicity, neurotoxicity, sepsis, diabetic ketoacidosis and pancytopenia (1 patient each). Serious adverse reactions occurred in 31% of patients receiving IMFINZI plus chemotherapy. The most frequent serious adverse reactions reported in at least 1% of patients were febrile neutropenia (4.5%), pneumonia (2.3%), anaemia (1.9%), pancytopenia (1.5%), pneumonitis (1.1%)  and COPD (1.1%). Fatal adverse reactions occurred in 4.9% of patients receiving IMFINZI plus chemotherapy. These include pancytopenia, sepsis, septic shock, pulmonary artery thrombosis, pulmonary embolism, and hepatitis (1 patient each) and sudden death (2 patients). The most common adverse reactions (occurring in ≥ 20% of patients) were nausea, fatigue/asthenia and alopecia. <<END_SECTION>>",0,0,"IMFINZI was discontinued due to adverse reactions in 7% of the patients receiving IMFINZI plus chemotherapy. These include pneumonitis, hepatotoxicity, neurotoxicity, sepsis, diabetic ketoacidosis and pancytopenia (1 patient each). Serious adverse reactions occurred in 31% of patients receiving IMFINZI plus chemotherapy. The most frequent serious adverse reactions reported in at least 1% of patients were febrile neutropenia (4.5%), pneumonia (2.3%), anaemia (1.9%), pancytopenia (1.5%), pneumonitis (1.1%)  and COPD (1.1%). Fatal adverse reactions occurred in 4.9% of patients receiving IMFINZI plus chemotherapy. These include pancytopenia, sepsis, septic shock, pulmonary artery thrombosis, pulmonary embolism, and hepatitis (1 patient each) and sudden death (2 patients). The most common adverse reactions (occurring in ≥ 20% of patients) were nausea, fatigue/asthenia and alopecia. ",2.0
210,210,210,210,<<START_SECTION>>Table 5 summarises the adverse reactions that occurred in patients treated with IMFINZI plus chemotherapy.  <<END_SECTION>>,0,0,Table 5 summarises the adverse reactions that occurred in patients treated with IMFINZI plus chemotherapy.  ,2.0
211,211,211,211,<<START_SECTION>>	Table 5 	Adverse Reactions Occurring in ≥ 10% Patients in the CASPIAN study  <<END_SECTION>>,0,0,	Table 5 	Adverse Reactions Occurring in ≥ 10% Patients in the CASPIAN study  ,2.0
212,212,212,212,"<<START_SECTION>> IMFINZI with etoposide and either carboplatin or cisplatin  N = 265 IMFINZI with etoposide and either carboplatin or cisplatin  N = 265 Etoposide and either carboplatin  or cisplatin  N = 266 Etoposide and either carboplatin  or cisplatin  N = 266 Adverse Reaction All Grades (%) Grade 3-4 (%) All Grades (%) Grade 3-4 (%) Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Cough/Productive Cough 15 0.8 9 0 Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Nausea 34 0.4 34 1.9 Constipation 17 0.8 19 0 Vomiting 15 0 17 1.1 Diarrhoea 10 1.1 11 1.1 Endocrine disorders Endocrine disorders Endocrine disorders Hyperthyroidisma 10 0 0.4 0 Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Alopecia 31 1.1 34 0.8 Rashb 11 0 6 0 General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions Fatigue/Asthenia  32 3.4 32 2.3 Metabolism and nutrition disorders Metabolism and nutrition disorders Metabolism and nutrition disorders Decreased appetite 18 0.8 17 0.8 <<END_SECTION>>",0,1," IMFINZI with etoposide and either carboplatin or cisplatin  N = 265 IMFINZI with etoposide and either carboplatin or cisplatin  N = 265 Etoposide and either carboplatin  or cisplatin  N = 266 Etoposide and either carboplatin  or cisplatin  N = 266 Adverse Reaction All Grades (%) Grade 3-4 (%) All Grades (%) Grade 3-4 (%) Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Respiratory, thoracic and mediastinal disorders Cough/Productive Cough 15 0.8 9 0 Gastrointestinal disorders Gastrointestinal disorders Gastrointestinal disorders Nausea 34 0.4 34 1.9 Constipation 17 0.8 19 0 Vomiting 15 0 17 1.1 Diarrhoea 10 1.1 11 1.1 Endocrine disorders Endocrine disorders Endocrine disorders Hyperthyroidisma 10 0 0.4 0 Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Skin and subcutaneous tissue disorders Alopecia 31 1.1 34 0.8 Rashb 11 0 6 0 General disorders and administration site conditions General disorders and administration site conditions General disorders and administration site conditions Fatigue/Asthenia  32 3.4 32 2.3 Metabolism and nutrition disorders Metabolism and nutrition disorders Metabolism and nutrition disorders Decreased appetite 18 0.8 17 0.8 ",2.0
213,213,213,213,<<START_SECTION>>Includes hyperthyroidism and Basedow's disease  <<END_SECTION>>,0,0,Includes hyperthyroidism and Basedow's disease  ,2.0
214,214,214,214,"<<START_SECTION>>Includes rash erythematous, rash generalised, rash macular, rash maculopapular, rash papular, rash pruritic, rash pustular, erythema, eczema, rash and dermatitis  <<END_SECTION>>",0,0,"Includes rash erythematous, rash generalised, rash macular, rash maculopapular, rash papular, rash pruritic, rash pustular, erythema, eczema, rash and dermatitis  ",2.0
