text,label
"Hypothalamic-Pituitary-Adrenal Axis Effects: The potential effect of salmeterol on the effects of fluticasone propionate on the HPA axis was also evaluated in 3 of these trials. Compared with fluticasone propionate CFC inhalation aerosol, Advair HFA had less effect on 24-hour urinary cortisol excretion and less or comparable effect on 24-hour serum cortisol. In these crossover trials in healthy subjects, Advair HFA and Advair DISKUS had similar effects on urinary and serum cortisol.",2
ADMINSTRATION: Oral,2
18.8 mg,2
The pharmacokinetics of pemetrexed when Alimta was administered as a single agent in doses ranging from 0.2 to 838 mg/m2 infused over a 10-minute period have been evaluated in 426 cancer patients with a variety of solid tumors. Pemetrexed total systemic exposure (AUC) and maximum plasma concentration (Cmax) increased proportionally with increase of dose. The pharmacokinetics of pemetrexed did not change over multiple treatment cycles.,2
50 mg Vials,1
"Aggressive behavior or hostility is often observed in children and adolescents with ADHD, and has been reported in clinical trials and the postmarketing experience of some medications indicated for the treatment of ADHD. Although there is no systematic evidence that stimulants cause aggressive behavior or hostility, patients beginning treatment for ADHD should be monitored for the appearance of or worsening of aggressive behavior or hostility.",2
Steroids may increase or decrease motility and number of spermatozoa in some patients.,2
"The concomitant use of opioids with other opioid analgesics, such as butorphanol, nalbuphine, pentazocine, may reduce the analgesic effect of acetaminophen and codeine phosphate oral solution and/or precipitate withdrawal symptoms.",2
"There are no adequate and well-controlled studies of ACUVUE® Theravison™ with Ketotifen administration in pregnant women to inform a drug-associated risk. ACUVUE® Theravison™ with Ketotifen is not absorbed systemically following ocular administration, and maternal use is not expected to result in fetal exposure to the drug. Oral administration of ketotifen fumarate to pregnant rats or rabbits did not produce teratogenicity at clinically relevant doses [see Data].",2
"Mfd by: Celgene Corporation, a Bristol-Myers Squibb Company
Summit, NJ 07901 USA
Phone: 1-888-805-4555
US License No. 2252",2
"Bone biopsies from 53 postmenopausal women were obtained at endpoint. Patients had received Actonel 5 mg plus estrogen or estrogen-alone once daily for 1 year. Histologic evaluation (N = 47) demonstrated that the bone of patients treated with Actonel plus estrogen was of normal lamellar structure and normal mineralization. The histomorphometric parameter mineralizing surface, a measure of bone turnover, was assessed based upon baseline and post-treatment biopsy samples from 12 patients treated with Actonel plus estrogen and 12 treated with estrogen-alone. Mineralizing surface decreased in both treatment groups (median percent change: Actonel plus estrogen, -79%; estrogen-alone, -50%), consistent with the known effects of these agents on bone turnover.",2
Osteonecrosis of the Jaw,1
"This randomized, double-blind, placebo-controlled, 2027-patient study (Alendronate sodium, n=1022; placebo, n=1005) demonstrated that treatment with Alendronate sodium resulted in statistically significant reductions in fracture incidence at three years as shown in Table 6.",2
"The long-term local and systemic effects of Aerobid (flunisolide) in human subjects are still not fully known. In particular, the effects resulting from chronic use of Aerobid on developmental or immunologic processes in the mouth, pharynx, trachea, and lung are unknown.",2
symplmed™,1
Bone histology was normal in the 28 patients biopsied at the end of three years who received Alendronate sodium at doses of up to 10 mg/day.,2
Other Indications,2
Contains Sample Diversion System for the collection of unanticoagulated whole blood samples for laboratory testing.,2
Novo Nordisk Inc.,2
Advise patients to always wash and rinse hands before handling lenses.,2
"o   If you take Once Weekly Alendronate sodium tablets, USP:",2
KEEP CARTON FOR REFERENCE.,1
ALLERGENIC EXTRACTS,1
"If excessive hypotension occurs, the patient should be placed in the supine position and, if necessary, receive an intravenous infusion of normal saline. A transient hypotensive response is not a contraindication to further doses of Accupril, which usually can be given without difficulty once the blood pressure has stabilized. If symptomatic hypotension develops, a dose reduction or discontinuation of Accupril or concomitant diuretic may be necessary.",2
SIX 2.5 mL Tubes,2
Do Not Use if seal under bottle cap imprinted with “SEALED for YOUR PROTECTION” is broken or missing.,2
"Calcium Channel Blockers Diltiazem: Pre-treatment of healthy volunteers with 30 mg or 90 mg t.i.d. diltiazem p.o. increased the AUC of nifedipine after a single dose of 20 mg nifedipine by factors of 2.2 and 3.1, respectively. The corresponding Cmax values of nifedipine increased by factors of 2.0 and 1.7, respectively. Caution should be exercised when co-administering diltiazem and nifedipine and a reduction of the dose of nifedipine should be considered.",2
"Epinephrine is rapidly inactivated in the body and treatment following overdose with epinephrine is primarily supportive. If necessary, pressor effects may be counteracted by rapidly acting vasodilators or α-adrenergic blocking drugs. If prolonged hypotension follows such measures, it may be necessary to administer another pressor drug.",2
"Severe acute exacerbations of hepatitis B have been reported in patients who are co-infected with hepatitis B virus (HBV) and HIV-1 and have discontinued lamivudine, a component of Abacavir, Lamivudine and Zidovudine Tablets. Hepatic function should be monitored closely with both clinical and laboratory follow-up for at least several months in patients who discontinue Abacavir, Lamivudine and Zidovudine Tablets and are co-infected with HIV-1 and HBV. If appropriate, initiation of anti-hepatitis B therapy may be warranted [see WARNINGS AND PRECAUTIONS (5.5)].",2
NDC 0517-7610-03,1
"A total of 591 bleeding episodes were treated with Adynovate in the treated population, which was identical to the safety analysis set of subjects assigned to routine prophylaxis or on-demand treatment with Adynovate and who received at least one dose of the product. Of these, 361 bleeding episodes (n=17 subjects) occurred in the on-demand arm and 230 bleeding episodes (n=75 subjects) occurred in the routine prophylaxis arm. Efficacy in control of bleeding episodes is summarized in Table 5.",2
"After a single oral administration of [14C]-­netupitant, approximately half the administered radioactivity was recovered from urine and feces within 120 hours of dosing. The total of 3.95% and 70.7% of the radioactive dose was recovered in the urine and feces collected over 336 hours, respectively, and the mean fraction of an oral dose of netupitant excreted unchanged in urine is less than 1% suggesting renal clearance is not a significant elimination route for the netupitant-related entities. About 86.5% and 4.7% of administered radioactivity was estimated to be excreted via the feces and urine in 30 days post-dose",2
"WARNINGS, Hyperostosis",1
Do not take Abacavir Oral Solution if you:,2
PRINCIPAL DISPLAY PANEL - 100 Tablet Bottle Label,0
Safety and effectiveness of Accuretic in children have not been established.,2
"CONTENTS UNDER PRESSURE. Do not puncture. Do not use
or store near heat or open flame.
Exposure above 120°F (49°C)
may cause container to burst.
Never throw container into fire
or incinerator. Do not spray
into eyes.",2
NDC 0143-9371-01: 50 mg in 25 mL; individually boxed.,2
"Aldoril D30, contains 500 mg of methyldopa and 30 mg of hydrochlorothiazide.",2
 Sodium bicarbonate………………………………………………………..0.24%,2
Cross-resistance,2
"Patients must be instructed on how much Adipex-P® to take, and when and how to take it [see Dosage and Administration (2)].",2
"In an enhanced pre- and postnatal development study in cynomolgus monkeys, pregnant animals received intravenous doses of crizanlizumab-tmca at 10 and 50 mg/kg once every 2 weeks during the period of onset of organogenesis through delivery. No maternal toxicity was observed. Maternal exposures at doses of 10 and 50 mg/kg were between 2.8 and 16 times, respectively, the human clinical exposure based on area under the curve (AUC) in patients with sickle cell disease at 5 mg/kg/dose once every 4 weeks. There was an increase in fetal loss (abortions or still births) at both crizanlizumab-tmca doses which was higher in the third trimester.",2
PRESCRIBING INFORMATION,1
the relief of the symptoms of primary dysmenorrhea.,2
"Animal Data: Subcutaneous administration of tritiated fluticasone propionate at a dose of 10 mcg/kg/day to lactating rats resulted in measurable levels in milk. Oral administration of salmeterol at a dose of 10,000 mcg/kg/day to lactating rats resulted in measurable levels in milk.",2
Pregnancy status of sexually-active females with reproductive potential should be verified via pregnancy testing prior to starting treatment with Abecma.,2
Mesothelioma,1
Keep Accrufer and all medicines out of reach of children.,2
Admelog has the following primary structure:,2
Not,1
"4.   The percents becoming pregnant in columns (2) and (3) are based on data from populations where contraception is not used and from women who cease using contraception in order to become pregnant. Among such populations, about 89% become pregnant within one year. This estimate was lowered slightly (to 85%) to represent the percent who would become pregnant within one year among women now relying on reversible methods of contraception if they abandoned contraception altogether.",2
"Serious adverse reactions occurred in 42% of Afinitor-treated patients and included 3 fatal events (cardiac failure, respiratory failure, and septic shock). Adverse reactions occurring at an incidence of ≥ 10% and at ≥ 5% absolute incidence over placebo (all Grades) or ≥ 2% higher incidence over placebo (Grade 3 and 4) are presented in Table 10. Laboratory abnormalities are presented in Table 11.",2
"If the response (analgesia or adverse reactions) to the titrated ABSTRAL dose markedly changes, an adjustment of dose may be necessary to ensure that an appropriate dose is maintained. If the level of pain increases after dosage stabilization, attempt to identify the source of increased pain before increasing the ABSTRAL dosage. If unacceptable opioid-related adverse reactions are observed, consider reducing the dosage. Adjust the dosage to obtain an appropriate balance between management of breakthrough pain and opioid-related adverse reactions.",2
"Effects of treatment with other Fluticasone Propionate and Salmeterol Inhalation Powder 500 mcg/50 mcg, fluticasone propionate 500 mcg, salmeterol 50 mcg, or placebo on development of cataracts or glaucoma was evaluated in a subset of 658 subjects with COPD in the 3-year survival trial. Ophthalmic examinations were conducted at baseline and at 48, 108, and 158 weeks. Conclusions about cataracts cannot be drawn from this trial because the high incidence of cataracts at baseline (61% to 71%) resulted in an inadequate number of subjects treated with other Fluticasone Propionate and Salmeterol Inhalation Powder 500 mcg/50 mcg who were eligible and available for evaluation of cataracts at the end of the trial (n = 53). The incidence of newly diagnosed glaucoma was 2% with other Fluticasone Propionate and Salmeterol Inhalation Powder 500 mcg/50 mcg, 5% with fluticasone propionate, 0% with salmeterol, and 2% with placebo.",2
"Hematologic: Leukopenia (including agranulocytosis), thrombocytopenia.",2
"5 mg tablets: White to slightly yellow, elongated tablets with a bevelled edge and engraved with “5” on one side and “NVR” on the other; available in:",2
Discuss with the caregiver that long-term use of corticosteroids in excessive doses may cause growth retardation in pediatric patients. [see Warnings and Precautions ( 5.3)],2
Advise patients of the risk of myelosuppression and the need to monitor CBCs periodically during therapy [see Warnings and Precautions (5.10)].,2
"In an analysis of two placebo-controlled trials in adolescents with schizophrenia (13 to 17 years) and pediatric patients with bipolar disorder (10 to 17 years) with median exposure of 42 to 43 days, the mean change in body weight in Abilify-treated patients was +1.6 kg (N=381) compared to +0.3 kg (N=187) in placebo-treated patients. At 24 weeks, the mean change from baseline in body weight in Abilify-treated patients was +5.8 kg (n=62) compared to +1.4 kg (n=13) in placebo-treated patients.",2
"Aldara is a registered trademark of Valeant Pharmaceuticals International, Inc. or its affiliates.",2
PRINCIPAL DISPLAY PANEL - 0.5 mL Syringe Label,0
"Aerobic Gram-Negative Microorganisms:
Bartonella bacilliformis
Brucella species
Calymmatobacterium granulomatis
Campylobacter fetus
Francisella tularensis
Haemophilus ducreyi
Haemophilus influenzae
Neisseria gonorrhoeae
Vibrio cholerae
Yersinia pestis",2
10 Single Dose Ampules x 5 mL,2
"Pediatric Patients: In patients with TSC-associated SEGA or TSC-associated partial-onset seizures, the mean Cmin values normalized to mg/m2 dose in pediatric patients (< 18 years of age) were lower than those observed in adults, suggesting that everolimus clearance adjusted to BSA was higher in pediatric patients as compared to adults.",2
250 IU Range,2
"Seroconversion Rate: Results for the primary analysis of adenovirus Type 7 efficacy, seroconversion rate at Day 26, are summarized in Table 6. Seroconversion is defined as the development of a Type 7 neutralizing antibody titer of greater or equal to 1:8 at Day 26 after vaccination in subjects whose baseline titer was less than 1:4.",2
DRUG ABUSE AND DEPENDENCE,1
Bifurcated needles are supplied in boxes (5 x 5 x 1 in) containing 100 needles.,2
Keep Aerospan Inhalation Aerosol and all medicines out of the reach of children.,2
"Actigall is ursodiol, USP (ursodeoxycholic acid), a naturally occurring bile acid found in small quantities in normal human bile and in the biles of certain other mammals. It is a bitter-tasting, white powder freely soluble in ethanol, methanol, and glacial acetic acid; sparingly soluble in chloroform; slightly soluble in ether; and insoluble in water. The chemical name for ursodiol is 3α,7β-Dihydroxy-5β-cholan-24-oic acid (C24H40O4). Ursodiol, USP has a molecular weight of 392.57. Its structure is shown below:",2
"Adefovir Dipivoxil tablets can cause serious side effects, including:",2
PEDIATRIC USE,1
Growth Retardation,1
Indoor & Outdoor Allergies,1
"Pharmacological treatment of ADHD may be needed for extended periods. Periodically re-evaluate the long-term use of Adhansia XR, and adjust dosage as needed.",2
Tirofiban hydrochloride monohydrate is chemically described as N-(butylsulfonyl)-O-[4-(4-piperidinyl)butyl]-L-tyrosine monohydrochloride monohydrate.,2
"Not in-use (unopened) Admelog should be stored in a refrigerator (36°F-46°F [2°C-8°C]), but not in the freezer. Do not use Admelog if it has been frozen.",2
"Phone 800.316.9636,   918.664.9882,   Fax 918.664.9884",2
"Immune System Disorders - Hypersensitivity: anaphylactic reactions (severe allergic reactions that include, but are not limited to difficulty swallowing or breathing, swollen face, lips, tongue or throat, or an itchy rash (urticaria)).",2
Topical Solution,2
"Acute reactions including fever and chills may occur 1 to 2 hours after starting an intravenous infusion of Abelcet ®. These reactions are usually more common with the first few doses of Abelcet ® and generally diminish with subsequent doses. Infusion has been rarely associated with hypotension, bronchospasm, arrhythmias, and shock.",2
"Store in vapor phase of liquid nitrogen
(≤ -130°C).",2
THERAPEUTICS PLC,1
20 mg/25 mg*,2
"Indications and Usage for Allergenic Extract, Animal",0
Hypertension:,1
"Gastrointestinal: acute liver failure, hepatitis, jaundice, melena, anorexia, dyspepsia, cramping, epigastric pain, veno-occlusive liver disease, diarrhea, hepatomegaly, cholangitis, cholecystitis",2
"Table 4 shows laboratory abnormalities that occurred in greater than 15% of patients, and more frequently (>5%) in the Abiraterone acetate arm compared to placebo in COU-AA-302.",2
"When you get an episode of breakthrough pain, take the dose prescribed by your healthcare provider as follows:",2
"© 2004 Allergan
Irvine, CA 92612, U.S.A.",2
Adalat CC Description,0
What should I tell my doctor before using Aggrenox?,2
SYSTEM COMPONENTS AND PERFORMANCE,1
"In an embryo-fetal development study in pregnant rabbits with another insulin lispro product, insulin lispro doses of 0.1, 0.25, and 0.75 unit/kg/day (0.03, 0.08, and 0.24 times the human subcutaneous dose of 1 unit/kg/day, based on units/body surface area, respectively) were injected subcutaneously on Gestation Days 7 through 19. There were no adverse effects on fetal viability, weight, and morphology at any dose.",2
Events are further categorized by body system and listed in order of decreasing frequency according to the following definitions: frequent adverse events are those occurring in at least 1/100 patients (only those not already listed in the summary of adverse events in controlled trials appear in this listing); infrequent adverse events are those occurring in 1/100 to 1/1000 patients; rare events are those occurring in fewer than 1/1000 patients.,2
"Dose response relationships for the incidence of treatment-emergent adverse events were evaluated from four trials in adult patients with schizophrenia comparing various fixed doses (2, 5, 10, 15, 20, and 30 mg/day) of oral Abilify to placebo. This analysis, stratified by study, indicated that the only adverse reaction to have a possible dose response relationship, and then most prominent only with 30 mg, was somnolence [including sedation]; (incidences were placebo, 7.1%; 10 mg, 8.5%; 15 mg, 8.7%; 20 mg, 7.5%; 30 mg, 12.6%).",2
"Each Advate housing is labeled with the rAHF activity expressed in international units. Biological potency is determined by an in vitro assay, which employs a factor VIII concentrate standard that is referenced to a WHO international standard for factor VIII concentrates. One international unit, as defined by the WHO standard for blood coagulation factor VIII, human, is approximately equal to the level of factor VIII activity found in 1 mL of fresh pooled human plasma. The specific activity of Advate is 4000 to 10000 International Units per milligram of protein.",2
It is very important that you keep the mouthpiece clean so that medicine will not build up and block the spray through the mouthpiece. Clean the mouthpiece 1 time each week or if your mouthpiece becomes blocked (See Figure F).,2
"Allergenic Extract, Nigrospora Sphaerica Dosage and Administration",0
Administer 40-50 IU/ kg body weight twice weekly in adults and adolescents (12 years and older). Administer 55 IU per kg body weight two times per week in children (< 12 years) with a maximum of 70 IU/kg. Adjust the dose and dosing intervals based on the patient's clinical response.,2
"If you want more information about birth-control pills, ask your health-care provider or pharmacist. They have a more technical leaflet called the Professional Labeling which you may wish to read.",2
"Remind patients to give all of their healthcare providers an accurate medication history. Instruct patients to tell all of their healthcare providers that they are taking Actonel. Patients should be instructed that any time they have a medical problem they think may be from Actonel, they should talk to their doctor.",2
"In one placebo-controlled 4-week study among adults with ADHD with doses 20 mg to 60 mg, 23 patients (12.0% ) discontinued treatment due to adverse events among MAS ER-treated patients (N=191) compared to one patient (1.6%) who received placebo (N=64). The most frequent adverse events leading to discontinuation and considered to be drug-related (i.e., leading to discontinuation in at least 1% of MAS ER-treated patients and at a rate at least twice that of placebo) were insomnia (5.2%, n=10), anxiety (2.1%, n=4), nervousness (1.6%, n=3), dry mouth (1.6%, n=3), anorexia (1.6%, n=3), tachycardia (1.6%, n=3), headache (1.6%, n=3), and asthenia (1.0%, n=2).",2
"After stopping a CYP3A4 inhibitor, as the effects of the inhibitor decline, it may result in lower codeine levels, greater norcodeine levels, and less metabolism via CYP2D6 with resultant lower morphine levels (see CLINICAL PHARMACOLOGY), resulting in decreased opioid efficacy or a withdrawal syndrome in patients who had developed physical dependence to codeine.",2
"Lixisenatide was not mutagenic or clastogenic in a standard battery of genotoxicity tests (bacterial mutagenicity (Ames), human lymphocyte chromosome aberration, mouse bone marrow micronucleus).",2
G 241,1
Abecma Administration,1
"Patients should be informed that Actoplus Met XR must be swallowed whole and not chewed, cut, or crushed, and that the inactive ingredients may occasionally be eliminated in the feces as a soft mass that may resemble the original tablet.",2
"Dey®
A Mylan Company",1
Can Adderall® be taken with other medicines?,2
"Abacavir, lamivudine, and zidovudine are not significantly metabolized by CYP P450 enzymes; therefore, CYP enzyme inhibitors or inducers are not expected to affect their concentrations. In vitro, abacavir is not a substrate of OATP1B1, OATP1B3, OCT1, OCT2, OAT1, MATE1, MATE2-K, multidrug resistance-associated protein (MRP)2 or MRP4; therefore, drugs that modulate these transporters are not expected to affect abacavir plasma concentrations. Abacavir is a substrate of BCRP and P-gp in vitro; however, considering its absolute bioavailability (83%), modulators of these transporters are unlikely to result in a clinically relevant impact on abacavir concentrations.",2
Actoplus Met Dosage and Administration,0
"Other signs and symptoms have included lethargy, headache, myalgia, edema, arthralgia, and paresthesia. Anaphylaxis, liver failure, renal failure, hypotension, adult respiratory distress syndrome, respiratory failure, myolysis, and death have occurred in association with these hypersensitivity reactions. Physical findings have included lymphadenopathy, mucous membrane lesions (conjunctivitis and mouth ulcerations), and maculopapular or urticarial rash (although some patients had other types of rashes and others did not have a rash). There were reports of erythema multiforme. Laboratory abnormalities included elevated liver chemistries, elevated creatine phosphokinase, elevated creatinine, and lymphopenia and abnormal chest x-ray findings (predominantly infiltrates, which were localized).",2
Risk summary,1
"Studies in healthy subjects have shown that rabeprazole does not have clinically significant interactions with other drugs metabolized by the CYP450 system, such as theophylline (CYP1A2) given as single oral doses, diazepam (CYP2C9 and CYP3A4) as a single intravenous dose, and phenytoin (CYP2C9 and CYP2C19) given as a single intravenous dose (with supplemental oral dosing). Steady state interactions of rabeprazole and other drugs metabolized by this enzyme system have not been studied in patients.",2
"Randomized Placebo-Controlled Clinical Trial in Classical Hodgkin Lymphoma Post-Auto-HSCT Consolidation (Study 3: AETHERA, NCT01100502)",2
pressure (BP) should be monitored closely during the initiation of NSAID treatment and throughout the course,2
Hypervolemia/Hemodilution,1
"The most common adverse reactions (incidence of ≥5%) of Adhansia XR occurring in adults in the open-label dose-optimization period of Study 5 were headache, decreased appetite, insomnia, irritability, upper respiratory tract infection, dry mouth, nausea, anxiety, and fatigue.",2
"In a multiple dose study of 12 adult patients with mild to moderate hepatic impairment administered 20 mg rabeprazole sodium delayed-release tablets once daily for eight days, AUC 0-∞ and C max values increased approximately 20% compared to values in healthy age- and gender-matched subjects. These increases were not statistically significant.",2
Riociguat,1
"hours, or as directed by a doctor.",2
GASTROINTESTINAL RISK,1
Albuminar-20 Description,0
Topiramate,1
"Male mice treated subcutaneously with rmuIFN-gamma from shortly after birth through puberty, with 280 times the maximum recommended clinical dose of Actimmune exhibited profound yet reversible decreases in sperm counts and fertility, and an increase in the number of abnormal sperm.",2
"The AccuHist Drops brand name has been discontinued in the U.S. If generic versions of this product have been approved by the FDA, there may be generic equivalents available.",2
Tell your healthcare provider about any side effect that bothers you or does not go away.,2
"The safety of Alecensa was evaluated in 253 patients with ALK-positive non-small cell lung cancer (NSCLC) treated with Alecensa in two clinical trials, Studies NP28761 and NP28673. The median duration of exposure to Alecensa was 9.3 months. One hundred sixty-nine patients (67%) were exposed to Alecensa for more than 6 months, and 100 patients (40%) for more than one year. The population characteristics were: median age 53 years, age less than 65 (86%), female (55%), White (74%), Asian (18%), NSCLC adenocarcinoma histology (96%), never or former smoker (98%), ECOG Performance Status (PS) 0 or 1 (91%), and prior chemotherapy treatment (78%).",2
Other inactive Ingredients:,2
"HOSPIRA, INC., LAKE FOREST, IL 60045 USA",2
NOVARTIS,2
(al fue′ zoe sin hye′′ droe klor′ ide),2
​Revised: OCT 2015,1
2.4 Dose Counter and Storage of Inhaler Events Data,1
Ophthalmic Adverse Reactions,1
Taking more than directed may cause drowsiness.,2
"To minimize the potential risk for an adverse GI event, the lowest effective dose should be used for the shortest possible duration. Patients and physicians should remain alert for signs and symptoms of GI ulceration and bleeding during NSAID therapy and promptly initiate additional evaluation and treatment if a serious GI adverse event is suspected. This should include discontinuation of ketorolac tromethamine until a serious GI adverse event is ruled out. For high risk patients, alternate therapies that do not involve NSAIDs should be considered.",2
Precaution: Failure to break the in-line cannula completely may result in restricted blood flow.,2
Infants born to mothers physically dependent on opioids will also be physically dependent and may exhibit respiratory difficulties and withdrawal signs [see Use in Specific Populations (8.1)].,2
"NDC 73059-001-10

Accrufer®
(ferric maltol*) 30 mg capsules

For oral administration
only",2
What should I do if I miss a dose of Calcium?,2
Mylan Institutional LLC,1
Advise patients who are at an increased risk for decreased BMD that the use of corticosteroids may pose an additional risk.,2
"
What are the ingredients in Accutane?",2
30 grams tube NDC 0316-0128-30,2
Am. J. Med,1
"The effects of Adenosine are antagonized by methylxanthines such as caffeine and theophylline. In the presence of these methylxanthines, larger doses of Adenosine may be required or Adenosine may not be effective. Adenosine effects are potentiated by dipyridamole. Thus, smaller doses of Adenosine may be effective in the presence of dipyridamole. Carbamazepine has been reported to increase the degree of heart block produced by other agents. As the primary effect of Adenosine is to decrease conduction through the A-V node, higher degrees of heart block may be produced in the presence of carbamazepine.",2
Pioglitazone,1
"1 Van der Meer, P.F., & de Korte, D. “Increase of blood donation speed by optimizing the needle-to-tubing connection: an application of donation software.” Vox Sanguinis 2009, 97:21-25.",2
Inform patients that their ability to concentrate and react may be impaired as a result of hypoglycemia. Advise patients who have frequent hypoglycemia or reduced or absent warning signs of hypoglycemia to use caution when driving or operating machinery [see Warnings and Precautions (5.3)].,2
Weekly Dosing,2
"Animal reproductive/developmental toxicity studies have not been conducted with Acanya Gel or benzoyl peroxide. Developmental toxicity studies of clindamycin performed in pregnant rats and mice administered during the period of organogenesis at oral doses of up to 600 mg/kg/day (240 and 120 times the MRHD for, respectively, based on BSA comparisons) or subcutaneous doses of up to 200 mg/kg/day (80 and 40 times the MRHD for clindamycin, respectively, based on BSA comparisons) revealed no malformations or embryo-fetal development toxicity.",2
Incidence <1%,1
5mL,2
Grifols Therapeutics LLC,1
"Dermal Dose Tolerance Study: Advantage Multi for Dogs was administered topically to 8-month-old Beagle dogs at 10X the recommended dose once. One dog showed signs of treatment site irritation after application. Two dogs vomited, one at 6 hours and one at 6 days post-treatment. Increased RBC, hemoglobin, activated partial thromboplastin, and direct bilirubin were observed in the treated group. Dogs in the treated group did not gain as much weight as the control group.",2
"©2017-2018 Dermarc, LLC, a subsidiary of Cutanea Life Sciences, Inc.
All product names or other trademarks included herein are trademarks of Dermarc, LLC, a wholly owned subsidiary of Cutanea Life Sciences, Inc., unless otherwise noted. All rights reserved.",2
"Excessive Tearing,",1
"Manufactured by:
The Arab Pharmaceuticals Manufacturing Company
Sahab - Jordan",2
Recommendations for dose modifications of Alecensa in case of adverse reactions are provided in Table 2.,2
"Acetadote®
(acetylcysteine) Injection",2
[ ]= Number of patients at each time point.,2
"Following oral administration, palonosetron is well absorbed with its absolute bioavailability reaching 97%. After single oral doses using buffered solution mean maximum palonosetron concentrations (Cmax) and area under the concentration-time curve (AUC0-∞) were dose proportional over the dose range of 3.0 to 80 µg/kg in healthy subjects.",2
More about Alburx (albumin human),0
ADC elimination exhibited a multi-exponential decline with a t1/2 of approximately 4 to 6 days.,2
"Other reported local cutaneous adverse events in patients who used Adapalene Cream once daily included: sunburn (2%), skin discomfort-burning and stinging (1%) and skin irritation (1%). Events occurring in less than 1% of patients treated with Adapalene Cream included: acne flare, dermatitis and contact dermatitis, eyelid edema, conjunctivitis, erythema, pruritus, skin discoloration, rash, and eczema.",2
Cold,2
Ultra-Rapid Metabolism of Codeine and Other Risk Factors for Life-Threatening Respiratory Depression in Children,2
"potential risk for an adverse CV event in patients treated with an NSAID, the lowest effective dose should be used for the shortest",2
Febrile Acute Respiratory Disease: No Type 7 adenovirus-associated febrile or afebrile ARD cases were reported for either placebo or vaccine groups. This was expected given the estimated attack rate of adenovirus Type 7 in the military base training setting at the time of the study. Seroconversion was the primary evaluation of Type 7 effectiveness.,2
Keep Actonel and all medicines out of the reach of children.,2
"The absolute bioavailability of alectinib was 37% (90% CI: 34%, 40%) under fed conditions.",2
Maltol was mutagenic in vitro in reverse bacterial mutation (Ames) assays. Maltol increased revertant frequency in the absence and presence of metabolic activation. Maltol was clastogenic in vivo in a mouse micronucleus assay (increase in polychromatic erythrocytes) at intraperitoneal doses of 774 mg/kg. Absorbed maltol is rapidly conjugated with glucuronic acid. It is therefore unlikely that the mutagenic activity of maltol would be expressed under the conditions of oral human intake.,2
"Inactive Ingredients: acacia, aluminum stearate, colloidal silicon dioxide, corn starch, dimethicone, hypromellose, hypromellose phthalate, lactose monohydrate, methacrylic acid copolymer, microcrystalline cellulose, povidone, stearic acid, sucrose, talc, tartaric acid, titanium dioxide and triacetin. Each capsule shell contains gelatin, red iron oxide and yellow iron oxide, titanium dioxide, and water.",2
"Hypersensitivity and skin reactions have been reported, including angioedema, generalized rash, bullous skin reactions, Stevens-Johnson syndrome and toxic epidermal necrolysis.",2
The product is manufactured by cold ethanol fractionation followed by ultra- and diafiltration. The manufacturing process includes final container pasteurization and additional bulk pasteurization at 60 +/- 0.5°C for 10 – 11 hours. The Albumin (Human) 25% manufacturing process provides a significant viral reduction in in vitro studies (table 3). These reductions are achieved through a combination of process steps including cold ethanol fractionation and final container pasteurization.,2
Cytochrome P450 3A4 inhibitors,1
This preparation is approved for use by persons licensed by the Illinois Emergency Management Agency pursuant to 32 Ill. Adm. Code Section 330.260(a) and 355.4010 or equivalent licenses of the Nuclear Regulatory Commission or an Agreement State.,2
"Study 4 (n=145) demonstrated that Acarbose Tablets added to patients on background treatment with insulin resulted in a mean change in HbA1c of -0.69%, and an improvement of one-hour postprandial glucose of -36.0 mg/dL.",2
"The primary objective was to demonstrate that vaccination with Afluria Quadrivalent elicits an immune response that is not inferior to that of a comparator vaccine containing the same recommended virus strains. The Per Protocol Population (Afluria Quadrivalent n=1605, Comparator n=528) was used for the primary endpoint analyses. The co-primary endpoints were HI Geometric Mean Titer (GMT) ratios (adjusted for baseline HI titers and other covariates) and seroconversion rates for each vaccine strain, 28 days after the last vaccination. Pre-specified non-inferiority criteria required that the upper bound of the 2-sided 95% CI of the GMT ratio (Comparator/Afluria Quadrivalent) did not exceed 1.5 and the upper bound of the 2-sided 95% CI of the seroconversion rate difference (Comparator minus Afluria Quadrivalent) did not exceed 10.0% for each strain. Serum HI antibody responses to Afluria Quadrivalent were non-inferior for both GMT ratio and seroconversion rates relative to the comparator vaccine for all influenza strains (Table 9). Analyses of immunogenicity endpoints by gender did not demonstrate meaningful differences between males and females. The study population was not sufficiently diverse to assess differences among races or ethnicities.",2
"MEDICATION GUIDE
Adasuve ® (AD-uh-soov)
(loxapine)
Inhalation Powder",0
Directions for Use of B. Braun Glass Containers,0
20 Waterview Blvd.,2
All female patients of childbearing potential who have taken an overdose of acitretin must:,2
Store Allegra-D 24 Hour Extended-Release Tablets at 20–25°C (68–77°F). (See USP Controlled Room Temperature.),2
